DBID	Name	Group
DB14736	Cannabivarin	experimental
DB14737	Cannabinol	experimental, investigational
DB14738	Turoctocog alfa pegol	approved
DB14739	Phenolsulfonic acid	experimental
DB14740	Hyaluronidase	approved
DB14741	Luteinizing hormone	approved
DB00781	Polymyxin B	approved, vet_approved
DB14743	Avenanthramides	experimental
DB14744	Spirulina platensis	experimental
DB14745	Olea europaea leaf	experimental
DB14746	Lauryl glucoside	experimental
DB14747	Ephedra sinica stem	experimental
DB14748	Polygala tenuifolia root	experimental
DB14749	Polygala senega root	approved, experimental
DB14750	Cidoxepin	experimental
DB14751	Mecasermin rinfabate	approved
DB14752	Racephedrine	approved, experimental
DB14753	Hydroxystilbamidine	approved
DB14754	Solriamfetol	approved
DB14755	beta-Isosparteine	experimental
DB14756	meso-Tartaric acid	experimental
DB14757	Agrostis gigantea top	approved
DB14758	Catfish	approved
DB14759	Red pepper	approved
DB14760	Narlaprevir	experimental
DB14761	Remdesivir	approved, investigational
DB14762	Risankizumab	approved, investigational
DB14763	Cycloguanil	approved
DB14764	Dengue tetravalent vaccine, live	approved
DB14765	Rivoceranib	investigational
DB14766	Etrasimod	investigational
DB14767	Peginterferon lambda-1a	investigational
DB14768	PF-06459988	investigational
DB14769	Pamiparib	investigational
DB14770	Lanraplenib	investigational
DB14771	Polyacrylamide (crosslinked; 2 mole percent bisacrylamide)	investigational
DB14772	DCFBC F-18	investigational
DB14773	Lifirafenib	investigational
DB14774	Balipodect	investigational
DB14775	Cavosonstat	investigational
DB14776	Camrelizumab	investigational
DB14777	Murepavadin	investigational
DB14778	Setrusumab	investigational
DB14779	LGD-6972	investigational
DB14780	Pegzilarginase	investigational
DB14781	Vofatamab	investigational
DB14782	Tofersen	investigational
DB14783	Diroximel fumarate	approved, investigational
DB14784	Gancotamab	investigational
DB14785	Fenebrutinib	investigational
DB14786	Nerofe	investigational
DB14787	BMS-830216	investigational
DB14788	Prasinezumab	investigational
DB14789	Dectrekumab	investigational
DB14790	BPN-14770	investigational
DB14791	GDC-0425	investigational
DB14792	AZD-5991	investigational
DB14793	RO-5045337	investigational
DB14794	Glepaglutide	investigational
DB14795	AZD-3759	investigational
DB14796	Talacotuzumab	investigational
DB14797	SEphB4-HSA	investigational
DB14798	Afasevikumab	investigational
DB14799	PF-06821497	investigational
DB14800	GP-100 antigen	investigational
DB14801	Lanifibranor	investigational
DB14802	ONO-2952	investigational
DB14803	AMY-101	investigational
DB14804	Iodine I-125	investigational
DB14805	Piflufolastat F 18	approved, investigational
DB14806	Avexitide	investigational
DB14807	Demplatin pegraglumer	investigational
DB14808	Lumicitabine	investigational
DB14809	Anetumab ravtansine	investigational
DB14810	AZD-1656	investigational
DB14811	Isatuximab	approved, investigational
DB14812	Procalcitonin	investigational
DB14813	PF-232798	investigational
DB14814	Lanabecestat	investigational
DB14815	Ginsenoside B2	investigational
DB14816	Biropepimut-S	investigational
DB14817	Pegapamodutide	investigational
DB14818	Osocimab	investigational
DB14819	Cobitolimod	investigational
DB14820	Profoxydim	investigational
DB14821	Macozinone	investigational
DB14822	SB-649868	investigational
DB14823	Balovaptan	investigational
DB14824	Icrucumab	investigational
DB14825	Danvatirsen	investigational
DB14826	Topramezone	investigational
DB14827	Modotuximab	investigational
DB14828	ABX-464	investigational
DB14829	Uproleselan	investigational
DB14830	Fluoromisonidazole F-18	investigational
DB14831	BMS-986012	investigational
DB14832	Polydioxanone	investigational
DB14833	Recombinant human lecithin:cholesterol acyltransferase	investigational
DB14834	Olendalizumab	investigational
DB14835	SUVN-G3031	investigational
DB14836	Polydextrose	investigational
DB14838	Telisotuzumab	investigational
DB14839	TOP-1288	investigational
DB14840	Ripretinib	approved
DB14841	Centanafadine	investigational
DB14843	Codrituzumab	investigational
DB14844	ONC-201	investigational
DB14845	Filgotinib	approved, investigational
DB14846	Bimiralisib	investigational
DB14847	Azintuxizumab vedotin	investigational
DB14848	Tibulizumab	investigational
DB14849	Nebicapone	investigational
DB14850	Deleobuvir	investigational
DB14851	Relatlimab	investigational
DB14852	PRM-151	investigational
DB14853	Myrcludex B	investigational
DB14854	TC-6987	investigational
DB14855	2-(aminomethyl)phenol	investigational
DB14856	PF-05089771	investigational
DB14857	Avadomide	investigational
DB14858	Tadekinig alfa	investigational
DB14859	Fosifloxuridine nafalbenamide	investigational
DB14860	Ensartinib	investigational
DB14862	PF-06815345	investigational
DB14864	Brolucizumab	approved, investigational
DB14865	Human interleukin-2	investigational
DB14866	Amcasertib	investigational
DB14867	Parsaclisib	investigational
DB14868	AZD-8848	investigational
DB14869	Remetinostat	investigational
DB14870	PF-5190457	investigational
DB14871	Xentuzumab	investigational
DB14872	Lucerastat	investigational
DB14873	Enadenotucirev	investigational
DB14874	Cergutuzumab amunaleukin	investigational
DB14875	AZD-4017	investigational
DB14876	TAS-116	investigational
DB14877	Lintuzumab	investigational
DB14878	Liafensine	investigational
DB14879	Cefiderocol	approved, investigational
DB14880	Uteroglobin	investigational
DB14881	Oliceridine	approved, investigational
DB14882	CEP-9722	investigational
DB14883	Lorecivivint	investigational
DB14884	Imgatuzumab	investigational
DB14885	PF-05180999	investigational
DB14886	BIO-11006	investigational
DB14887	PF-04620110	investigational
DB14888	IQP-0528	investigational
DB14889	Derazantinib	investigational
DB14890	Obicetrapib	investigational
DB14891	Vobarilizumab	investigational
DB14892	Spartalizumab	investigational
DB14894	Galicaftor	investigational
DB14895	Vibegron	approved, investigational
DB14896	Selitrectinib	investigational
DB14897	Parsatuzumab	investigational
DB14898	Retagliptin	investigational
DB14899	Tavapadon	investigational
DB14900	ISO-1 F-18	investigational
DB14901	Inclisiran	approved, investigational
DB14902	JHU-75528 C-11	investigational
DB14903	Rovafovir etalafenamide	investigational
DB14904	Pimasertib	investigational
DB14905	Emactuzumab	investigational
DB14906	Adafosbuvir	investigational
DB14907	Bevacizumab zirconium Zr-89	investigational
DB14908	Refanezumab	investigational
DB14909	Imetelstat	investigational
DB14910	Mirikizumab	investigational
DB14911	Risuteganib	investigational
DB14912	Pegvorhyaluronidase alfa	investigational
DB14913	5-methyl-2'-fluoroarauracil F-18	investigational
DB14914	Flortaucipir F-18	approved, investigational
DB14915	CODA-001	investigational
DB14916	Selonsertib	investigational
DB14917	Ceralasertib	investigational
DB14918	Branaplam	investigational
DB14919	Rozanolixizumab	investigational
DB14920	Iboctadekin	investigational
DB14921	Mavacamten	investigational
DB14922	Tislelizumab	investigational
DB14923	Satavaptan	investigational
DB14924	PF-06651600	investigational
DB14925	Tenofovir exalidex	investigational
DB14926	Astuprotimut-R	investigational
DB14927	Amylopectin	investigational
DB14928	Lacnotuzumab	investigational
DB14929	Elsulfavirine	investigational
DB14930	Alovudine F-18	investigational
DB14931	Cobomarsen	investigational
DB14932	Coleneuramide	investigational
DB14933	Nicotinamide riboside	investigational
DB14934	GDC-0927	investigational
DB14935	Serabelisib	investigational
DB14936	Menaquinone 6	investigational
DB14937	MK-8666	investigational
DB14938	Flurbiprofen axetil	investigational
DB14939	Motixafortide	investigational
DB14940	Aspartyl-alanyl-diketopiperazine	investigational
DB14941	BMS-817399	investigational
DB14942	BMS-986141	investigational
DB14943	LGH-447	investigational
DB14944	Tarloxotinib	investigational
DB14945	Florbenazine F-18	investigational
DB14946	PCO-371	investigational
DB14947	Bermekimab	investigational
DB14948	BMS-986020	investigational
DB14949	AZD-7687	investigational
DB14950	BMS-929075	investigational
DB14951	Etirinotecan pegol	investigational
DB14952	Pamrevlumab	investigational
DB14953	Firtecan pegol	investigational
DB14954	PIK3CA	investigational
DB14955	PF-04634817	investigational
DB14956	Davalintide	investigational
DB14957	MK-3577	investigational
DB14958	Selicrelumab	investigational
DB14959	Opicinumab	investigational
DB14960	Somatrogon	approved
DB14961	Seltorexant	investigational
DB14962	Trastuzumab deruxtecan	approved, investigational
DB14963	Konjac mannan	investigational
DB14964	Narnatumab	investigational
DB14965	CTT-1057	investigational
DB14966	Venglustat	investigational
DB14967	Margetuximab	approved, investigational
DB14968	Bacillus calmette-guerin substrain tokyo 172-1 live antigen	investigational
DB14969	GTX-758	investigational
DB14970	Alobresib	investigational
DB14971	Iomazenil	investigational
DB14972	Methamidophos	investigational
DB14973	Abrocitinib	investigational
DB14974	Pimodivir	investigational
DB14975	Voxelotor	approved, investigational
DB14976	Relacorilant	investigational
DB14977	Padsevonil	investigational
DB14978	MIP-1095 I-131	investigational
DB14979	Martinostat	investigational
DB14980	AZD-6482	investigational
DB14981	Phytic acid	investigational
DB14982	Miransertib	investigational
DB14983	Cimlanod	investigational
DB14984	Casimersen	approved, investigational
DB14985	Enarodustat	investigational
DB14986	Linrodostat	investigational
DB14987	Difamilast	investigational
DB14988	Dalantercept	investigational
DB14989	Umbralisib	approved, investigational
DB14990	Bazlitoran	investigational
DB14991	Nomacopan	investigational
DB14992	Pegunigalsidase alfa	investigational
DB14993	Pyrotinib	investigational
DB14995	NP-G2-044	investigational
DB14996	Sutimlimab	investigational
DB14997	Pateclizumab	investigational
DB14998	Olorinab	investigational
DB14999	Human interferon beta	approved, investigational
DB15000	Dianexin	investigational
DB15001	Eflapegrastim	investigational
DB15002	Fitusiran	investigational
DB15003	PF-06700841	investigational
DB15004	MS-1819	investigational
DB15005	Viltolarsen	approved, investigational
DB15006	Flufenoxuron	investigational
DB15007	Sevuparin	investigational
DB15008	GO-203-2C	investigational
DB15009	PF-04937319	investigational
DB15010	Edasalonexent	investigational
DB15011	Avacopan	approved, investigational
DB15012	Farampator	investigational
DB15013	TAK-243	investigational
DB15014	Gremubamab	investigational
DB15015	Recombinant CD40-ligand	investigational
DB15016	Palladium Pd-103	investigational
DB15017	Enoblituzumab	investigational
DB15018	Agatolimod	investigational
DB15019	Mongersen	investigational
DB15020	Mureletecan	investigational
DB15021	Leriglitazone	investigational
DB15022	Apomab	investigational
DB15023	BMS-791826	investigational
DB15024	Apararenone	investigational
DB15025	Girentuximab I-124	investigational
DB15026	CXA-10	investigational
DB15027	Adriforant	investigational
DB15028	MK-1064	investigational
DB15029	AZD-8186	investigational
DB15030	GTI-2040	investigational
DB15031	Nemorexant	investigational
DB15032	Obexelimab	investigational
DB15033	Flortaucipir	investigational
DB15034	PRI-724	investigational
DB15035	Zanubrutinib	approved, investigational
DB15036	Sitravatinib	investigational
DB15037	Poly(lactic acid)	investigational
DB15038	Litoxetine	investigational
DB15039	ITI-214	investigational
DB15040	TP-271	investigational
DB15041	Florilglutamic acid F-18	investigational
DB15042	Tavolixizumab	investigational
DB15043	Toripalimab	investigational
DB15044	Tafasitamab	approved, investigational
DB15045	Ipafricept	investigational
DB15046	LY-2881835	investigational
DB15047	BMS-919373	investigational
DB15048	Licogliflozin	investigational
DB15049	Sucralose	experimental
DB15050	Neopterin	investigational
DB15051	Ethaselen	investigational
DB15052	Ansofaxine	investigational
DB15053	Lintuzumab satetraxetan AC-225	investigational
DB15054	TAS-117	investigational
DB15055	ABT-639	investigational
DB15056	Bifenthrin	investigational
DB15057	NUC-1031	investigational
DB15058	Flutemetamol	investigational
DB15059	Aprocitentan	investigational
DB15061	Lefitolimod	investigational
DB15062	Inarigivir	investigational
DB15063	Inarigivir soproxil	investigational
DB15064	Teprasiran	investigational
DB15065	PF-06291874	investigational
DB15066	Givosiran	approved, investigational
DB15067	Volanesorsen	approved, investigational
DB15068	Agerafenib	investigational
DB15069	Pexastimogene devacirepvec	investigational
DB15070	GI heptapeptide	investigational
DB15071	Omidenepag isopropyl	investigational
DB15072	Beinaglutide	investigational
DB15073	Ribose	investigational
DB15074	Aglatimagene besadenovec	investigational
DB15075	4-demethyl-4-cholesteryloxycarbonylpenclomedine	investigational
DB15076	Abrilumab	investigational
DB15077	Efinopegdutide	investigational
DB15078	Rogaratinib	investigational
DB15079	Troriluzole	investigational
DB15080	ELX-02	investigational
DB15081	Melanoma antigen recognized by T-cells 1	investigational
DB15082	Cabiralizumab	investigational
DB15083	Domagrozumab	investigational
DB15084	GS-9191	investigational
DB15085	Fulacimstat	investigational
DB15086	Ocrylate	investigational
DB15087	Psicose	investigational
DB15088	Oleclumab	investigational
DB15089	Frovocimab	investigational
DB15090	Tezepelumab	approved, investigational
DB15091	Upadacitinib	approved, investigational
DB15092	LY-2624803	investigational
DB15093	Somapacitan	approved, investigational
DB15094	Anfibatide	investigational
DB15095	Leridistim	investigational
DB15096	18-methoxycoronaridine	investigational
DB15097	Gefapixant	investigational
DB15098	Morinidazole	investigational
DB15099	GW-468816	investigational
DB15100	Cusatuzumab	investigational
DB15101	Tigatuzumab	investigational
DB15102	Pemigatinib	approved, investigational
DB15104	Telisotuzumab vedotin	investigational
DB15105	PF-06751979	investigational
DB15106	Surufatinib	investigational
DB15107	Fludeoxyglucose	investigational
DB15108	Tipranavir C-14	investigational
DB15109	Ingenol disoxate	investigational
DB15110	Onvansertib	investigational
DB15111	Acetic acid C-11	investigational
DB15112	Somatropin pegol	investigational
DB15113	Utomilumab	investigational
DB15114	Vamorolone	investigational
DB15115	Nimacimab	investigational
DB15116	Ramatercept	investigational
DB15117	Transfluthrin	investigational
DB15118	Zolbetuximab	investigational
DB15119	Ropeginterferon alfa-2b	approved, investigational
DB15120	GSK-239512	investigational
DB15121	AT-001	investigational
DB15122	PCS-499	investigational
DB15123	Dorzagliatin	investigational
DB15124	PF-05241328	investigational
DB15125	Belapectin	investigational
DB15126	IMG-7289	investigational
DB15127	Hydrogen	investigational
DB15128	Remtolumab	investigational
DB15129	Pegadricase	investigational
DB15130	Dexpramipexole	investigational
DB15131	Interferon alfa-2c	investigational
DB15132	AZD-8165	investigational
DB15133	Tepotinib	approved, investigational
DB15134	Fluoroazomycin arabinoside F-18	investigational
DB15135	Ponezumab	investigational
DB15136	Rebaudioside A	investigational
DB15137	VK-2809	investigational
DB15138	AZD-9496	investigational
DB15139	Bifunctional epoxide hydrolase 2	investigational
DB15140	Bempegaldesleukin	investigational
DB15141	Deutivacaftor	investigational
DB15143	PF-06650833	investigational
DB15144	Altropane I-123	investigational
DB15145	Ziresovir	investigational
DB15146	Adrabetadex	investigational
DB15147	Tinostamustine	investigational
DB15148	Lenzilumab	investigational
DB15149	Futibatinib	investigational
DB15150	Fibronectin	investigational
DB15151	RO-6870810	investigational
DB15152	TMC-649128	investigational
DB15153	Dezamizumab	investigational
DB15154	Vunakizumab	investigational
DB15155	Pepinemab	investigational
DB15156	ABT-072	investigational
DB15157	Voruciclib	investigational
DB15158	BPI-3016	investigational
DB15159	Trevogrumab	investigational
DB15160	Asunercept	investigational
DB15161	Pittsburgh Compound B	investigational
